input_name,wiki_name,wiki_description,wiki_url,category,lat,lon
Église Saint-Leu Saint-Gilles,Saint-Leu-Saint-Gilles de Paris,"The Église Saint-Leu-Saint-Gilles de Paris is a Roman Catholic parish church in the 1st arrondissement of Paris. It has housed the relics of the Empress Saint Helena, mother of Constantine, since 1819, for which it remains a site of veneration in the Roman Catholic and Eastern Orthodox churches. In 1915 the French Ministry of Culture listed it as a monument of historical value.",https://en.wikipedia.org/wiki/Saint-Leu-Saint-Gilles_de_Paris,Monument / Landmark,,
Place de l'Europe,Place de l'Europe,"Several cities have a Place de l'Europe, an Avenue de l'Europe, a Boulevard de l'Europe or a Europe roundabout:",https://fr.wikipedia.org/wiki/Place_de_l%27Europe,Historic Site,,
Église Saint-Denys de la Chapelle,Saint-Denys de la Chapelle,"Saint-Denys de la Chapelle is a church in the 18th arrondissement of Paris. The interior dates to 1204, making it one of the oldest in Paris. The facade was added in the 18th century.",https://en.wikipedia.org/wiki/Saint-Denys_de_la_Chapelle,Church,,
Église Notre-Dame-de-la-Nativité de Bercy,Église Notre-Dame-de-la-Nativité de Bercy,"The Notre-Dame-de-la-Nativité de Bercy church is a Catholic church located in the 12th arrondissement of Paris, in the Bercy district, on Place Lachambeaudie. It is also often called Notre-Dame de Bercy.",https://en.wikipedia.org/wiki/%C3%89glise_Notre-Dame-de-la-Nativit%C3%A9_de_Bercy,Church,,
Jardin d'Alleray,Jardin d'Alleray,"The Alleray garden is a green space in the 15th arrondissement of Paris, in the Saint-Lambert district.",https://fr.wikipedia.org/wiki/Jardin_d%27Alleray,Garden,48.836415,2.305154
Pont National,Pont National,"The pont National (French pronunciation: ; named pont Napoléon-III from its construction until 1870) is a road and rail bridge across the Seine in Paris, to the east of the 12th and 13th arrondissements. With a total length of 188.5 metres (618 ft), it is made up of 5 masonry arches. Its rail part carries the Petite Ceinture, now disused, and its road part links boulevard Poniatowski to boulevard Masséna. Its nearest Paris Métro stations are Porte de Charenton and Cour Saint-Émilion.",https://en.wikipedia.org/wiki/Pont_National,Bridge,,
Place des Pyramides,Place des Pyramides,"The Place des Pyramides is a public square in the 1st arrondissement of Paris. It is located in the middle of the Rue de Rivoli, at its intersection with the Rue des Pyramides and the Avenue du General Lemonnier, at the eastern end of the Tuileries Garden.",https://en.wikipedia.org/wiki/Place_des_Pyramides,Garden,,
Galerie Itinerrance,Shepard Fairey,"Frank Shepard Fairey or Shepard Fairey, also known by the pseudonym Obey, is an American street artist, screenprinter, muralist and illustrator born February 15, 1970 in Charleston, South Carolina.",https://fr.wikipedia.org/wiki/Shepard_Fairey,Historic Site,,
Place du Général Catroux,Place du Général-Catroux,Place du Général-Catroux is a street in the 17th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_du_G%C3%A9n%C3%A9ral-Catroux,Historic Site,48.88264,2.31036
Pont Levant,Pont levant,A lift bridge generally refers to a bridge whose deck is movable and can be lifted horizontally.,https://fr.wikipedia.org/wiki/Pont_levant,Bridge,,
Jardin Rachmaninov,Jardin Rachmaninov,The Rachmaninov garden is a green space in the 18th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Jardin_Rachmaninov,Garden,48.8953,2.3641
Esplanade Saint Louis,Esplanade Saint-Louis,"Esplanade Saint-Louis is a street in the 12th arrondissement of Paris, France.",https://fr.wikipedia.org/wiki/Esplanade_Saint-Louis,Historic Site,48.839427,2.435363
Place du Palais Bourbon,Place du Palais-Bourbon,"The Place du Palais-Bourbon is a historic square in the 7th arrondissement of Paris, France. It is named after the Palais Bourbon, the seat of the National Assembly of the French Parliament, located just north of the square.",https://en.wikipedia.org/wiki/Place_du_Palais-Bourbon,Historic Site,,
Jardin d’Éole,Jardins d'Éole,The Jardins d’Éole are a park in the 18th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Jardins_d%27%C3%89ole,Park,48.888472,2.366875
Notre-Dame de l'Arche d'Alliance,Notre-Dame-de-l'Arche-d'Alliance,Notre-Dame-de-l-Arche-d'Alliance is a modern cube-shaped Catholic church located at 81 rue d'Alleray in the 15th arrondissement of Paris. It was designed by the firm Architecture-Studio and was built between 1996 and 1999,https://en.wikipedia.org/wiki/Notre-Dame-de-l%27Arche-d%27Alliance,Church,,
Place des Fêtes,Place des Fêtes station,"Place des Fêtes (French pronunciation: ) is a station of the Paris Métro, serving lines 7bis (towards Pré Saint-Gervais only) and 11 in the 19th arrondissement and the Belleville district. It is one of the deepest stations in the metro, at 22.45 m underground (Abbesses is the deepest at 36 m).",https://en.wikipedia.org/wiki/Place_des_F%C3%AAtes_station,Historic Site,,
Place de la Porte de Versailles,Place de la Porte-de-Versailles,Place de la Porte-de-Versailles is a square in the 15th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_de_la_Porte-de-Versailles,Historic Site,48.832328,2.287841
Église Saint-Merry,Église Saint-Merri,"The Saint-Merry church (or Saint-Merri or Saint-Médéric), commonly called Saint-Merry, is a Catholic church located on current rue Saint Martin at 78 (the old north-south Roman road) and on rue de la Verrerie, with the parish headquarters at 76, in the 4th arrondissement of Paris, near the Georges-Pompidou center.",https://fr.wikipedia.org/wiki/%C3%89glise_Saint-Merri,Church,48.859,2.351
Pont de Tolbiac,Pont de Tolbiac,"The pont de Tolbiac (French pronunciation: ) is a bridge across the Seine in Paris built between 1879 and 1882 by H.P. Bernard, and J.D.A. Pérouse. It crosses from the 12th to the 13th arrondissement, linking quai de Bercy to rue Neuve Tolbiac. Its nearest Paris Metro station is Cour Saint-Émilion.",https://en.wikipedia.org/wiki/Pont_de_Tolbiac,Bridge,,
Pont de Bercy,Pont de Bercy,"The Pont de Bercy (French pronunciation: , Bridge of Bercy) is a bridge over the Seine in Paris. It links the 12th and 13th arrondissement of Paris by extending the Boulevard de Bercy and Boulevard Vincent-Auriol. In addition to the roadway, the bridge also carries Line 6 of the Paris Métro, between Quai de la Gare station and Bercy station.",https://en.wikipedia.org/wiki/Pont_de_Bercy,Bridge,,
Pont De Caulaincourt,Pont Caulaincourt,"The Caulaincourt Bridge is a road bridge in Paris. Almost unique in France, it allows you to cross the Montmartre cemetery via rue Caulaincourt. It is the first bridge in Paris built from riveted steel beams.",https://fr.wikipedia.org/wiki/Pont_Caulaincourt,Cemetery,48.886,2.332
Square Carnot,Square Carnot,Square Carnot is a green space in the 12th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Square_Carnot,Historic Site,48.839674,2.433446
Jardin Yitzhak Rabin,Jardin Yitzhak-Rabin,The Yitzhak-Rabin garden is a green space located in the Bercy park in the 12th arrondissement of Paris in France.,https://fr.wikipedia.org/wiki/Jardin_Yitzhak-Rabin,Garden,48.83402,2.38348
"Le Mur des ""Je t'aime""","Je t'aimais, je t'aime, je t'aimerai","I loved you, I love you, I love you is a French love song, by singer-songwriter Francis Cabrel, single from his 8th album Samedi soir sur la Terre (sold more than 4 million copies). One of the most important successes of the 1990s, of his career, and of French song.","https://fr.wikipedia.org/wiki/Je_t%27aimais,_je_t%27aime,_je_t%27aimerai",Historic Site,,
Place du Général Beuret,Place du Général-Beuret,Place du Général-Beuret is a street located in the Necker district and the Saint-Lambert district of the 15th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_du_G%C3%A9n%C3%A9ral-Beuret,Historic Site,48.8418457,2.3030533
Place du Brésil,Place du Brésil,Place du Brazil is a street located in the Plaine-de-Monceaux district of the 17th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_du_Br%C3%A9sil,Historic Site,48.88424,2.302655
Pont Tournant de la Rue Dieu,Pont Bernadette-Lafont,"The Bernadette-Lafont bridge is a road bridge crossing the Saint-Martin canal, in the 10th arrondissement of Paris.",https://fr.wikipedia.org/wiki/Pont_Bernadette-Lafont,Bridge,48.870894,2.365647
Place Étienne Pernet,Place Étienne-Pernet,Place Étienne-Pernet is a square in the 15th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_%C3%89tienne-Pernet,Historic Site,48.843586,2.293144
Basilique Notre-Dame-du-Perpétuel-Secours,Basilique Notre-Dame-du-Perpétuel-Secours,Several basilicas are named Notre-Dame-du-Perpétuel-Secours basilica in reference to Our Lady of Perpetual Help:,https://fr.wikipedia.org/wiki/Basilique_Notre-Dame-du-Perp%C3%A9tuel-Secours,Historic Site,,
Eglise Evangelique Protestante,Protestantisme,"Protestantism is one of the three main denominations of Christianity, along with Catholicism and Orthodoxy. Widely understood, Protestantism is the set of Churches resulting from the Reformation, in other words, which do not recognize the authority of the Pope.",https://fr.wikipedia.org/wiki/Protestantisme,Church,,
Place Édouard Renard,Place Édouard-Renard,Place Édouard-Renard is a street located in the Bel-Air district of the 12th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_%C3%89douard-Renard,Historic Site,48.83507,2.40733
Place du Colonel Fabien,Place du Colonel Fabien,"The Place du Colonel Fabien (English: Colonel Fabien Square) is a square in Paris straddling the 10th and 19th arrondissements. Before the liberation of Paris, the square was called the Place du Combat ('Combat Square'), but it was renamed in honour of the French communist resistance hero Pierre Georges, whose nom de guerre was Colonel Fabien.",https://en.wikipedia.org/wiki/Place_du_Colonel_Fabien,Historic Site,,
Église Saint-Dominique,Saint-Dominique Church (Quebec City),"Saint-Dominique Church (French: Église Saint-Dominique) is a Roman Catholic church in Quebec City, Quebec, Canada. It was constructed between 1929 and 1930. In 2014, the church was added to the Répertoire du patrimoine culturel du Québec.",https://en.wikipedia.org/wiki/Saint-Dominique_Church_(Quebec_City),Church,,
L'église Af83,Églises afro-américaines,"The term Black Church, or African American Churches, refers to predominantly Methodist Protestant churches that currently or historically serve predominantly African American congregations in the United States.",https://fr.wikipedia.org/wiki/%C3%89glises_afro-am%C3%A9ricaines,Church,,
Couvent Dominicain De St Jacques,Jacques Fontaine (dominicain),"Jacques Fontaine born July 13, 1921 in Roubaix and died March 21, 2019 in Jerusalem, is a Dominican religious founder in 1960, with Bruno Hussar, of the Maison Saint-Isaïe (center of Jewish Studies of the preaching brothers in Jerusalem). In the summer, he developed a radically new mode of pilgrimage to the Holy Land: the Bible On the Ground and in the winter the study of the Bible in Hebrew associated with the liturgy of the day: the Bible Under the Earth. The first BST is aimed at everyone, the second at a more restricted audience.",https://fr.wikipedia.org/wiki/Jacques_Fontaine_(dominicain),Historic Site,,
Square Passy,16e arrondissement de Paris,"The 16th arrondissement of Paris constitutes one of the twenty arrondissements of Paris, located on the right bank of the Seine, to the west of the city. It is bordered to the east by the Seine and to the west by the Paris ring road, with the exception of the Bois de Boulogne which is located on the other side of this road.",https://fr.wikipedia.org/wiki/16e_arrondissement_de_Paris,Historic Site,48.862778,2.276111
Place de Ménilmontant,Place de Ménilmontant,Place de Ménilmontant is a street located in the Belleville district of the 20th arrondissement of Paris.,https://fr.wikipedia.org/wiki/Place_de_M%C3%A9nilmontant,Historic Site,48.8684628,2.3879551
Cité-Refuge De L'Armée Du Salut Le Corbusier,Le Corbusier,"Charles-Édouard Jeanneret-Gris, known as Le Corbusier, is a Swiss architect, town planner, designer, painter, sculptor, man of letters, poet and theorist naturalized French in 1930, born October 6, 1887 in La Chaux-de-Fonds in Switzerland and died August 27, 1965 in Roquebrune-Cap-Martin in France. He is one of the main representatives of the modern movement with, among others, Ludwig Mies van der Rohe, Walter Gropius, Alvar Aalto and Theo van Doesburg. He also rubbed shoulders with Robert Mallet-Stevens. Le Corbusier is known for being the inventor of the “housing unit”, a concept on which he began to work in the 1920s, an expression of theoretical reflection on collective housing. “The conforming size housing unit” (name given by Le Corbusier) will only be built during the reconstruction after the Second World War, in five examples, all different, in Marseille, Briey-en-Forêt, Rezé, Firminy and Berlin. It will become a solution to post-war housing problems. Its design envisages in the same building all the collective facilities necessary for life — daycare, laundry, swimming pool, school, shops, library, post office, meeting places. The architectural work of Le Corbusier bringing together seventeen sites (including ten in France, the others being spread over three continents) was classified as a UNESCO world heritage site on July 17, 2016. A European cultural itinerary entitled “Destinations Le Corbusier: architectural walks” was created at the beginning of May 2019. The work and thoughts of Le Corbusier were particularly influential on post-war generations of architects and widely disseminated, before entering, with the period of postmodernism, into a phase of significant and regular contestation,,,. It replaces the exterior load-bearing walls with reinforced concrete pillars placed inside the buildings. From then on, the facades no longer carry the upper floors, it is possible to clad them with light partitions and multiple, very large windows. He then plays with shapes and spaces, without having to take into account any alignment linked to the weights of the upper floors, this constraint having disappeared. Its main strength was to significantly reduce construction times. He was the first to use basic techniques and materials, making it possible to build an entire house, on several floors, in a few days, like his first complex, the Cité Frugès de Pessac, in the near suburbs of Bordeaux, a city made up of fifty small buildings and constructed at the rate of approximately one new building each week.",https://fr.wikipedia.org/wiki/Le_Corbusier,Historic Site,,
